newborn_repo,vintage_quarter,dependency_name
raga-ai-hub/RagaAI-Catalyst,2024Q3,pyparsing
raga-ai-hub/RagaAI-Catalyst,2024Q3,pypdf
raga-ai-hub/RagaAI-Catalyst,2024Q3,python-dateutil
raga-ai-hub/RagaAI-Catalyst,2024Q3,python-dotenv
raga-ai-hub/RagaAI-Catalyst,2024Q3,pytz
raga-ai-hub/RagaAI-Catalyst,2024Q3,pyyaml
raga-ai-hub/RagaAI-Catalyst,2024Q3,referencing
raga-ai-hub/RagaAI-Catalyst,2024Q3,regex
raga-ai-hub/RagaAI-Catalyst,2024Q3,requests
raga-ai-hub/RagaAI-Catalyst,2024Q3,requests-toolbelt
raga-ai-hub/RagaAI-Catalyst,2024Q3,rich
raga-ai-hub/RagaAI-Catalyst,2024Q3,rpds-py
raga-ai-hub/RagaAI-Catalyst,2024Q3,rsa
raga-ai-hub/RagaAI-Catalyst,2024Q3,setuptools
raga-ai-hub/RagaAI-Catalyst,2024Q3,six
raga-ai-hub/RagaAI-Catalyst,2024Q3,sniffio
raga-ai-hub/RagaAI-Catalyst,2024Q3,soupsieve
raga-ai-hub/RagaAI-Catalyst,2024Q3,tenacity
raga-ai-hub/RagaAI-Catalyst,2024Q3,tiktoken
raga-ai-hub/RagaAI-Catalyst,2024Q3,tokenizers
raga-ai-hub/RagaAI-Catalyst,2024Q3,toml
raga-ai-hub/RagaAI-Catalyst,2024Q3,tomli
raga-ai-hub/RagaAI-Catalyst,2024Q3,tqdm
raga-ai-hub/RagaAI-Catalyst,2024Q3,typing-extensions
raga-ai-hub/RagaAI-Catalyst,2024Q3,tzdata
raga-ai-hub/RagaAI-Catalyst,2024Q3,uritemplate
raga-ai-hub/RagaAI-Catalyst,2024Q3,urllib3
raga-ai-hub/RagaAI-Catalyst,2024Q3,wheel
raga-ai-hub/RagaAI-Catalyst,2024Q3,wrapt
raga-ai-hub/RagaAI-Catalyst,2024Q3,yarl
raga-ai-hub/RagaAI-Catalyst,2024Q3,zipp
browser-use/browser-use,2024Q4,anyio
browser-use/browser-use,2024Q4,botocore
browser-use/browser-use,2024Q4,faiss-cpu
browser-use/browser-use,2024Q4,google-api-core
browser-use/browser-use,2024Q4,httpx
browser-use/browser-use,2024Q4,langchain
browser-use/browser-use,2024Q4,langchain-anthropic
browser-use/browser-use,2024Q4,langchain-aws
browser-use/browser-use,2024Q4,langchain-core
browser-use/browser-use,2024Q4,langchain-deepseek
browser-use/browser-use,2024Q4,langchain-google-genai
browser-use/browser-use,2024Q4,langchain-ollama
browser-use/browser-use,2024Q4,langchain-openai
browser-use/browser-use,2024Q4,markdownify
browser-use/browser-use,2024Q4,mem0ai
browser-use/browser-use,2024Q4,patchright
browser-use/browser-use,2024Q4,posthog
browser-use/browser-use,2024Q4,psutil
browser-use/browser-use,2024Q4,pydantic
browser-use/browser-use,2024Q4,pyobjc
browser-use/browser-use,2024Q4,pyperclip
browser-use/browser-use,2024Q4,python-dotenv
browser-use/browser-use,2024Q4,requests
browser-use/browser-use,2024Q4,screeninfo
browser-use/browser-use,2024Q4,typing-extensions
TauricResearch/TradingAgents,2024Q4,akshare
TauricResearch/TradingAgents,2024Q4,backtrader
TauricResearch/TradingAgents,2024Q4,chainlit
TauricResearch/TradingAgents,2024Q4,chromadb
TauricResearch/TradingAgents,2024Q4,eodhd
TauricResearch/TradingAgents,2024Q4,feedparser
TauricResearch/TradingAgents,2024Q4,finnhub-python
TauricResearch/TradingAgents,2024Q4,langchain
TauricResearch/TradingAgents,2024Q4,langchain-anthropic
TauricResearch/TradingAgents,2024Q4,langchain-experimental
TauricResearch/TradingAgents,2024Q4,langchain-google-genai
TauricResearch/TradingAgents,2024Q4,langchain-openai
TauricResearch/TradingAgents,2024Q4,langgraph
TauricResearch/TradingAgents,2024Q4,numpy
TauricResearch/TradingAgents,2024Q4,pandas
TauricResearch/TradingAgents,2024Q4,parsel
TauricResearch/TradingAgents,2024Q4,praw
TauricResearch/TradingAgents,2024Q4,pytz
TauricResearch/TradingAgents,2024Q4,questionary
TauricResearch/TradingAgents,2024Q4,redis
TauricResearch/TradingAgents,2024Q4,requests
TauricResearch/TradingAgents,2024Q4,rich
TauricResearch/TradingAgents,2024Q4,setuptools
TauricResearch/TradingAgents,2024Q4,stockstats
TauricResearch/TradingAgents,2024Q4,tqdm
TauricResearch/TradingAgents,2024Q4,tushare
TauricResearch/TradingAgents,2024Q4,typer
TauricResearch/TradingAgents,2024Q4,typing-extensions
TauricResearch/TradingAgents,2024Q4,yfinance
D4Vinci/Scrapling,2024Q4,camoufox
D4Vinci/Scrapling,2024Q4,click
D4Vinci/Scrapling,2024Q4,cssselect
D4Vinci/Scrapling,2024Q4,httpx
D4Vinci/Scrapling,2024Q4,lxml
D4Vinci/Scrapling,2024Q4,orjson
D4Vinci/Scrapling,2024Q4,playwright
D4Vinci/Scrapling,2024Q4,rebrowser-playwright
D4Vinci/Scrapling,2024Q4,tldextract
D4Vinci/Scrapling,2024Q4,w3lib
virattt/ai-hedge-fund,2024Q4,alembic
virattt/ai-hedge-fund,2024Q4,colorama
virattt/ai-hedge-fund,2024Q4,fastapi
virattt/ai-hedge-fund,2024Q4,fastapi-cli
virattt/ai-hedge-fund,2024Q4,httpx
virattt/ai-hedge-fund,2024Q4,langchain
virattt/ai-hedge-fund,2024Q4,langchain-anthropic
virattt/ai-hedge-fund,2024Q4,langchain-deepseek
virattt/ai-hedge-fund,2024Q4,langchain-google-genai
virattt/ai-hedge-fund,2024Q4,langchain-groq
virattt/ai-hedge-fund,2024Q4,langchain-ollama
virattt/ai-hedge-fund,2024Q4,langchain-openai
virattt/ai-hedge-fund,2024Q4,langgraph
virattt/ai-hedge-fund,2024Q4,matplotlib
virattt/ai-hedge-fund,2024Q4,numpy
virattt/ai-hedge-fund,2024Q4,pandas
virattt/ai-hedge-fund,2024Q4,pydantic
virattt/ai-hedge-fund,2024Q4,python-dotenv
virattt/ai-hedge-fund,2024Q4,questionary
virattt/ai-hedge-fund,2024Q4,rich
virattt/ai-hedge-fund,2024Q4,sqlalchemy
virattt/ai-hedge-fund,2024Q4,tabulate
HKUDS/LightRAG,2024Q4,aiohttp
HKUDS/LightRAG,2024Q4,configparser
HKUDS/LightRAG,2024Q4,future
HKUDS/LightRAG,2024Q4,gensim
HKUDS/LightRAG,2024Q4,pandas
HKUDS/LightRAG,2024Q4,pipmaster
HKUDS/LightRAG,2024Q4,pydantic
HKUDS/LightRAG,2024Q4,python-dotenv
HKUDS/LightRAG,2024Q4,setuptools
HKUDS/LightRAG,2024Q4,tenacity
HKUDS/LightRAG,2024Q4,tiktoken
HKUDS/LightRAG,2024Q4,xlsxwriter
huggingface/smolagents,2024Q4,huggingface-hub
huggingface/smolagents,2024Q4,jinja2
huggingface/smolagents,2024Q4,pillow
huggingface/smolagents,2024Q4,python-dotenv
huggingface/smolagents,2024Q4,requests
huggingface/smolagents,2024Q4,rich
PrefectHQ/fastmcp,2024Q4,exceptiongroup
PrefectHQ/fastmcp,2024Q4,httpx
PrefectHQ/fastmcp,2024Q4,mcp
PrefectHQ/fastmcp,2024Q4,openapi-pydantic
PrefectHQ/fastmcp,2024Q4,python-dotenv
PrefectHQ/fastmcp,2024Q4,rich
PrefectHQ/fastmcp,2024Q4,typer
PrefectHQ/fastmcp,2024Q4,websockets
verl-project/verl,2024Q4,accelerate
verl-project/verl,2024Q4,codetiming
verl-project/verl,2024Q4,datasets
verl-project/verl,2024Q4,dill
verl-project/verl,2024Q4,flash-attn
verl-project/verl,2024Q4,hydra-core
verl-project/verl,2024Q4,liger-kernel
verl-project/verl,2024Q4,numpy
verl-project/verl,2024Q4,pandas
verl-project/verl,2024Q4,peft
verl-project/verl,2024Q4,pre-commit
verl-project/verl,2024Q4,pyarrow
verl-project/verl,2024Q4,pybind11
verl-project/verl,2024Q4,pylatexenc
verl-project/verl,2024Q4,ray
verl-project/verl,2024Q4,tensordict
verl-project/verl,2024Q4,torchdata
verl-project/verl,2024Q4,transformers
verl-project/verl,2024Q4,wandb
deepseek-ai/Janus,2024Q4,accelerate
deepseek-ai/Janus,2024Q4,attrdict
deepseek-ai/Janus,2024Q4,colorama
deepseek-ai/Janus,2024Q4,einops
deepseek-ai/Janus,2024Q4,gradio
deepseek-ai/Janus,2024Q4,gradio-client
deepseek-ai/Janus,2024Q4,markdown
deepseek-ai/Janus,2024Q4,mdtex2html
deepseek-ai/Janus,2024Q4,pygments
deepseek-ai/Janus,2024Q4,pypinyin
deepseek-ai/Janus,2024Q4,sentencepiece
deepseek-ai/Janus,2024Q4,tiktoken
deepseek-ai/Janus,2024Q4,timm
deepseek-ai/Janus,2024Q4,torch
deepseek-ai/Janus,2024Q4,tqdm
deepseek-ai/Janus,2024Q4,transformers
WEIFENG2333/VideoCaptioner,2024Q4,modelscope
WEIFENG2333/VideoCaptioner,2024Q4,openai
WEIFENG2333/VideoCaptioner,2024Q4,psutil
WEIFENG2333/VideoCaptioner,2024Q4,pyqt-fluent-widgets
WEIFENG2333/VideoCaptioner,2024Q4,pyqt5
WEIFENG2333/VideoCaptioner,2024Q4,retry
WEIFENG2333/VideoCaptioner,2024Q4,sqlalchemy
WEIFENG2333/VideoCaptioner,2024Q4,yt-dlp
FoundationAgents/OpenManus,2025Q1,aiofiles
FoundationAgents/OpenManus,2025Q1,baidusearch
FoundationAgents/OpenManus,2025Q1,beautifulsoup4
FoundationAgents/OpenManus,2025Q1,boto3
FoundationAgents/OpenManus,2025Q1,browser-use
FoundationAgents/OpenManus,2025Q1,browsergym
FoundationAgents/OpenManus,2025Q1,colorama
FoundationAgents/OpenManus,2025Q1,crawl4ai
FoundationAgents/OpenManus,2025Q1,datasets
FoundationAgents/OpenManus,2025Q1,docker
FoundationAgents/OpenManus,2025Q1,duckduckgo-search
FoundationAgents/OpenManus,2025Q1,fastapi
FoundationAgents/OpenManus,2025Q1,googlesearch-python
FoundationAgents/OpenManus,2025Q1,gymnasium
FoundationAgents/OpenManus,2025Q1,html2text
FoundationAgents/OpenManus,2025Q1,httpx
FoundationAgents/OpenManus,2025Q1,huggingface-hub
FoundationAgents/OpenManus,2025Q1,loguru
FoundationAgents/OpenManus,2025Q1,mcp
FoundationAgents/OpenManus,2025Q1,numpy
FoundationAgents/OpenManus,2025Q1,openai
FoundationAgents/OpenManus,2025Q1,pillow
FoundationAgents/OpenManus,2025Q1,playwright
FoundationAgents/OpenManus,2025Q1,pydantic
FoundationAgents/OpenManus,2025Q1,pydantic-core
FoundationAgents/OpenManus,2025Q1,pytest
FoundationAgents/OpenManus,2025Q1,pytest-asyncio
FoundationAgents/OpenManus,2025Q1,pyyaml
FoundationAgents/OpenManus,2025Q1,requests
FoundationAgents/OpenManus,2025Q1,setuptools
FoundationAgents/OpenManus,2025Q1,tenacity
FoundationAgents/OpenManus,2025Q1,tiktoken
FoundationAgents/OpenManus,2025Q1,tomli
FoundationAgents/OpenManus,2025Q1,unidiff
FoundationAgents/OpenManus,2025Q1,uvicorn
openai/openai-agents-python,2025Q1,griffe
openai/openai-agents-python,2025Q1,mcp
openai/openai-agents-python,2025Q1,openai
openai/openai-agents-python,2025Q1,pydantic
openai/openai-agents-python,2025Q1,requests
openai/openai-agents-python,2025Q1,types-requests
openai/openai-agents-python,2025Q1,typing-extensions
oraios/serena,2025Q1,anthropic
oraios/serena,2025Q1,docstring-parser
oraios/serena,2025Q1,dotenv
oraios/serena,2025Q1,flask
oraios/serena,2025Q1,jinja2
oraios/serena,2025Q1,joblib
oraios/serena,2025Q1,mcp
oraios/serena,2025Q1,overrides
oraios/serena,2025Q1,pathspec
oraios/serena,2025Q1,psutil
oraios/serena,2025Q1,pydantic
oraios/serena,2025Q1,pyright
oraios/serena,2025Q1,python-dotenv
oraios/serena,2025Q1,pyyaml
oraios/serena,2025Q1,requests
oraios/serena,2025Q1,ruamel-yaml
oraios/serena,2025Q1,sensai-utils
oraios/serena,2025Q1,tiktoken
oraios/serena,2025Q1,tqdm
oraios/serena,2025Q1,types-pyyaml
ahujasid/blender-mcp,2025Q1,mcp
Fosowl/agenticSeek,2025Q1,adaptive-classifier
Fosowl/agenticSeek,2025Q1,aiofiles
Fosowl/agenticSeek,2025Q1,anyio
Fosowl/agenticSeek,2025Q1,celery
Fosowl/agenticSeek,2025Q1,certifi
Fosowl/agenticSeek,2025Q1,chromedriver-autoinstaller
Fosowl/agenticSeek,2025Q1,colorama
Fosowl/agenticSeek,2025Q1,distro
Fosowl/agenticSeek,2025Q1,fake-useragent
Fosowl/agenticSeek,2025Q1,fastapi
Fosowl/agenticSeek,2025Q1,flask
Fosowl/agenticSeek,2025Q1,httpx
Fosowl/agenticSeek,2025Q1,ipython
Fosowl/agenticSeek,2025Q1,jiter
Fosowl/agenticSeek,2025Q1,kokoro
Fosowl/agenticSeek,2025Q1,langid
Fosowl/agenticSeek,2025Q1,librosa
Fosowl/agenticSeek,2025Q1,markdownify
Fosowl/agenticSeek,2025Q1,numpy
Fosowl/agenticSeek,2025Q1,ollama
Fosowl/agenticSeek,2025Q1,openai
Fosowl/agenticSeek,2025Q1,ordered-set
Fosowl/agenticSeek,2025Q1,playsound
Fosowl/agenticSeek,2025Q1,playsound3
Fosowl/agenticSeek,2025Q1,protobuf
Fosowl/agenticSeek,2025Q1,pyaudio
Fosowl/agenticSeek,2025Q1,pydantic
Fosowl/agenticSeek,2025Q1,pydantic-core
Fosowl/agenticSeek,2025Q1,pypdf
Fosowl/agenticSeek,2025Q1,pypinyin
Fosowl/agenticSeek,2025Q1,pyreadline3
Fosowl/agenticSeek,2025Q1,python-dotenv
Fosowl/agenticSeek,2025Q1,requests
Fosowl/agenticSeek,2025Q1,sacremoses
Fosowl/agenticSeek,2025Q1,scipy
Fosowl/agenticSeek,2025Q1,selenium
Fosowl/agenticSeek,2025Q1,selenium-stealth
Fosowl/agenticSeek,2025Q1,sentencepiece
Fosowl/agenticSeek,2025Q1,setuptools
Fosowl/agenticSeek,2025Q1,sniffio
Fosowl/agenticSeek,2025Q1,soundfile
Fosowl/agenticSeek,2025Q1,termcolor
Fosowl/agenticSeek,2025Q1,text2emotion
Fosowl/agenticSeek,2025Q1,together
Fosowl/agenticSeek,2025Q1,torch
Fosowl/agenticSeek,2025Q1,tqdm
Fosowl/agenticSeek,2025Q1,transformers
Fosowl/agenticSeek,2025Q1,undetected-chromedriver
Fosowl/agenticSeek,2025Q1,uvicorn
index-tts/index-tts,2025Q1,accelerate
index-tts/index-tts,2025Q1,cn2an
index-tts/index-tts,2025Q1,cython
index-tts/index-tts,2025Q1,ffmpeg-python
index-tts/index-tts,2025Q1,g2p-en
index-tts/index-tts,2025Q1,gradio
index-tts/index-tts,2025Q1,jieba
index-tts/index-tts,2025Q1,keras
index-tts/index-tts,2025Q1,librosa
index-tts/index-tts,2025Q1,matplotlib
index-tts/index-tts,2025Q1,numba
index-tts/index-tts,2025Q1,numpy
index-tts/index-tts,2025Q1,omegaconf
index-tts/index-tts,2025Q1,opencv-python
index-tts/index-tts,2025Q1,pandas
index-tts/index-tts,2025Q1,sentencepiece
index-tts/index-tts,2025Q1,tensorboard
index-tts/index-tts,2025Q1,tokenizers
index-tts/index-tts,2025Q1,tqdm
index-tts/index-tts,2025Q1,transformers
index-tts/index-tts,2025Q1,vocos
index-tts/index-tts,2025Q1,wetext
index-tts/index-tts,2025Q1,wetextprocessing
camel-ai/owl,2025Q1,camel-ai
camel-ai/owl,2025Q1,docx2markdown
camel-ai/owl,2025Q1,firecrawl
camel-ai/owl,2025Q1,gradio
camel-ai/owl,2025Q1,mcp-server-fetch
camel-ai/owl,2025Q1,mcp-simple-arxiv
camel-ai/owl,2025Q1,mistralai
camel-ai/owl,2025Q1,xmltodict
Wan-Video/Wan2.1,2025Q1,accelerate
Wan-Video/Wan2.1,2025Q1,dashscope
Wan-Video/Wan2.1,2025Q1,diffusers
Wan-Video/Wan2.1,2025Q1,easydict
Wan-Video/Wan2.1,2025Q1,flash-attn
Wan-Video/Wan2.1,2025Q1,ftfy
Wan-Video/Wan2.1,2025Q1,gradio
Wan-Video/Wan2.1,2025Q1,imageio
Wan-Video/Wan2.1,2025Q1,imageio-ffmpeg
Wan-Video/Wan2.1,2025Q1,numpy
Wan-Video/Wan2.1,2025Q1,opencv-python
Wan-Video/Wan2.1,2025Q1,tokenizers
Wan-Video/Wan2.1,2025Q1,torch
Wan-Video/Wan2.1,2025Q1,torchvision
Wan-Video/Wan2.1,2025Q1,tqdm
Wan-Video/Wan2.1,2025Q1,transformers
mindverse/Second-Me,2025Q1,aiohttp
mindverse/Second-Me,2025Q1,aiomysql
mindverse/Second-Me,2025Q1,async-timeout
mindverse/Second-Me,2025Q1,asyncio
mindverse/Second-Me,2025Q1,charset-normalizer
mindverse/Second-Me,2025Q1,chromadb
mindverse/Second-Me,2025Q1,flask
mindverse/Second-Me,2025Q1,flask-pydantic
mindverse/Second-Me,2025Q1,flask-sock
mindverse/Second-Me,2025Q1,httpx
mindverse/Second-Me,2025Q1,jsonlines
mindverse/Second-Me,2025Q1,langchain
mindverse/Second-Me,2025Q1,modelscope
mindverse/Second-Me,2025Q1,numpy
mindverse/Second-Me,2025Q1,openai
mindverse/Second-Me,2025Q1,pdfplumber
mindverse/Second-Me,2025Q1,pydantic
mindverse/Second-Me,2025Q1,pymupdf
mindverse/Second-Me,2025Q1,pytesseract
mindverse/Second-Me,2025Q1,python-dotenv
mindverse/Second-Me,2025Q1,python-socks
mindverse/Second-Me,2025Q1,requests
mindverse/Second-Me,2025Q1,scikit-learn
mindverse/Second-Me,2025Q1,sentence-transformers
mindverse/Second-Me,2025Q1,sentencepiece
mindverse/Second-Me,2025Q1,sqlalchemy
mindverse/Second-Me,2025Q1,tiktoken
sansan0/TrendRadar,2025Q2,fastmcp
sansan0/TrendRadar,2025Q2,pytz
sansan0/TrendRadar,2025Q2,pyyaml
sansan0/TrendRadar,2025Q2,requests
sansan0/TrendRadar,2025Q2,websockets
VectifyAI/PageIndex,2025Q2,openai
VectifyAI/PageIndex,2025Q2,pymupdf
VectifyAI/PageIndex,2025Q2,pypdf2
VectifyAI/PageIndex,2025Q2,python-dotenv
VectifyAI/PageIndex,2025Q2,pyyaml
VectifyAI/PageIndex,2025Q2,tiktoken
hsliuping/TradingAgents-CN,2025Q2,akshare
hsliuping/TradingAgents-CN,2025Q2,backtrader
hsliuping/TradingAgents-CN,2025Q2,chainlit
hsliuping/TradingAgents-CN,2025Q2,chromadb
hsliuping/TradingAgents-CN,2025Q2,dashscope
hsliuping/TradingAgents-CN,2025Q2,eodhd
hsliuping/TradingAgents-CN,2025Q2,feedparser
hsliuping/TradingAgents-CN,2025Q2,finnhub-python
hsliuping/TradingAgents-CN,2025Q2,langchain
hsliuping/TradingAgents-CN,2025Q2,langchain-anthropic
hsliuping/TradingAgents-CN,2025Q2,langchain-experimental
hsliuping/TradingAgents-CN,2025Q2,langchain-google-genai
hsliuping/TradingAgents-CN,2025Q2,langchain-openai
hsliuping/TradingAgents-CN,2025Q2,langgraph
hsliuping/TradingAgents-CN,2025Q2,numpy
hsliuping/TradingAgents-CN,2025Q2,pandas
hsliuping/TradingAgents-CN,2025Q2,parsel
hsliuping/TradingAgents-CN,2025Q2,praw
hsliuping/TradingAgents-CN,2025Q2,pytz
hsliuping/TradingAgents-CN,2025Q2,questionary
hsliuping/TradingAgents-CN,2025Q2,redis
hsliuping/TradingAgents-CN,2025Q2,requests
hsliuping/TradingAgents-CN,2025Q2,rich
hsliuping/TradingAgents-CN,2025Q2,setuptools
hsliuping/TradingAgents-CN,2025Q2,stockstats
hsliuping/TradingAgents-CN,2025Q2,tqdm
hsliuping/TradingAgents-CN,2025Q2,tushare
hsliuping/TradingAgents-CN,2025Q2,typer
hsliuping/TradingAgents-CN,2025Q2,typing-extensions
hsliuping/TradingAgents-CN,2025Q2,yfinance
resemble-ai/chatterbox,2025Q2,conformer
resemble-ai/chatterbox,2025Q2,diffusers
resemble-ai/chatterbox,2025Q2,gradio
resemble-ai/chatterbox,2025Q2,librosa
resemble-ai/chatterbox,2025Q2,numpy
resemble-ai/chatterbox,2025Q2,pykakasi
resemble-ai/chatterbox,2025Q2,resemble-perth
resemble-ai/chatterbox,2025Q2,s3tokenizer
resemble-ai/chatterbox,2025Q2,safetensors
resemble-ai/chatterbox,2025Q2,spacy-pkuseg
resemble-ai/chatterbox,2025Q2,torch
resemble-ai/chatterbox,2025Q2,torchaudio
resemble-ai/chatterbox,2025Q2,transformers
SuperClaude-Org/SuperClaude_Framework,2025Q2,click
SuperClaude-Org/SuperClaude_Framework,2025Q2,pytest
SuperClaude-Org/SuperClaude_Framework,2025Q2,rich
HKUDS/RAG-Anything,2025Q2,huggingface-hub
HKUDS/RAG-Anything,2025Q2,lightrag-hku
HKUDS/RAG-Anything,2025Q2,mineru
HKUDS/RAG-Anything,2025Q2,tqdm
google/adk-python,2025Q2,absolufy-imports
google/adk-python,2025Q2,anyio
google/adk-python,2025Q2,authlib
google/adk-python,2025Q2,click
google/adk-python,2025Q2,fastapi
google/adk-python,2025Q2,google-api-python-client
google/adk-python,2025Q2,google-cloud-aiplatform
google/adk-python,2025Q2,google-cloud-bigtable
google/adk-python,2025Q2,google-cloud-secret-manager
google/adk-python,2025Q2,google-cloud-spanner
google/adk-python,2025Q2,google-cloud-speech
google/adk-python,2025Q2,google-cloud-storage
google/adk-python,2025Q2,google-genai
google/adk-python,2025Q2,graphviz
google/adk-python,2025Q2,mcp
google/adk-python,2025Q2,opentelemetry-api
google/adk-python,2025Q2,opentelemetry-exporter-gcp-logging
google/adk-python,2025Q2,opentelemetry-exporter-gcp-monitoring
google/adk-python,2025Q2,opentelemetry-exporter-gcp-trace
google/adk-python,2025Q2,opentelemetry-exporter-otlp-proto-http
google/adk-python,2025Q2,opentelemetry-resourcedetector-gcp
google/adk-python,2025Q2,opentelemetry-sdk
google/adk-python,2025Q2,pydantic
google/adk-python,2025Q2,python-dateutil
google/adk-python,2025Q2,python-dotenv
google/adk-python,2025Q2,pyyaml
google/adk-python,2025Q2,requests
google/adk-python,2025Q2,sqlalchemy
google/adk-python,2025Q2,sqlalchemy-spanner
google/adk-python,2025Q2,starlette
google/adk-python,2025Q2,tenacity
google/adk-python,2025Q2,typing-extensions
google/adk-python,2025Q2,tzlocal
google/adk-python,2025Q2,uvicorn
google/adk-python,2025Q2,watchdog
google/adk-python,2025Q2,websockets
openai/gpt-oss,2025Q2,aiohttp
openai/gpt-oss,2025Q2,chz
openai/gpt-oss,2025Q2,docker
openai/gpt-oss,2025Q2,fastapi
openai/gpt-oss,2025Q2,html2text
openai/gpt-oss,2025Q2,jupyter-client
openai/gpt-oss,2025Q2,lxml
openai/gpt-oss,2025Q2,openai-harmony
openai/gpt-oss,2025Q2,pydantic
openai/gpt-oss,2025Q2,requests
openai/gpt-oss,2025Q2,structlog
openai/gpt-oss,2025Q2,tenacity
openai/gpt-oss,2025Q2,termcolor
openai/gpt-oss,2025Q2,tiktoken
openai/gpt-oss,2025Q2,uvicorn
nari-labs/dia,2025Q2,descript-audio-codec
nari-labs/dia,2025Q2,gradio
nari-labs/dia,2025Q2,huggingface-hub
nari-labs/dia,2025Q2,numpy
nari-labs/dia,2025Q2,pydantic
nari-labs/dia,2025Q2,safetensors
nari-labs/dia,2025Q2,soundfile
nari-labs/dia,2025Q2,torch
nari-labs/dia,2025Q2,torchaudio
nari-labs/dia,2025Q2,triton
nari-labs/dia,2025Q2,triton-windows
NousResearch/hermes-agent,2025Q3,fal-client
NousResearch/hermes-agent,2025Q3,fire
NousResearch/hermes-agent,2025Q3,firecrawl-py
NousResearch/hermes-agent,2025Q3,git
NousResearch/hermes-agent,2025Q3,httpx
NousResearch/hermes-agent,2025Q3,openai
NousResearch/hermes-agent,2025Q3,python-dotenv
NousResearch/hermes-agent,2025Q3,rich
NousResearch/hermes-agent,2025Q3,tenacity
github/spec-kit,2025Q3,httpx
github/spec-kit,2025Q3,packaging
github/spec-kit,2025Q3,platformdirs
github/spec-kit,2025Q3,pyyaml
github/spec-kit,2025Q3,readchar
github/spec-kit,2025Q3,rich
github/spec-kit,2025Q3,truststore
github/spec-kit,2025Q3,typer
usestrix/strix,2025Q3,cvss
usestrix/strix,2025Q3,defusedxml
usestrix/strix,2025Q3,docker
usestrix/strix,2025Q3,fastapi
usestrix/strix,2025Q3,google-cloud-aiplatform
usestrix/strix,2025Q3,gql
usestrix/strix,2025Q3,ipython
usestrix/strix,2025Q3,libtmux
usestrix/strix,2025Q3,litellm
usestrix/strix,2025Q3,numpydoc
usestrix/strix,2025Q3,openhands-aci
usestrix/strix,2025Q3,playwright
usestrix/strix,2025Q3,pydantic
usestrix/strix,2025Q3,pyte
usestrix/strix,2025Q3,requests
usestrix/strix,2025Q3,rich
usestrix/strix,2025Q3,tenacity
usestrix/strix,2025Q3,textual
usestrix/strix,2025Q3,uvicorn
usestrix/strix,2025Q3,xmltodict
microsoft/VibeVoice,2025Q3,absl-py
microsoft/VibeVoice,2025Q3,accelerate
microsoft/VibeVoice,2025Q3,aiortc
microsoft/VibeVoice,2025Q3,av
microsoft/VibeVoice,2025Q3,diffusers
microsoft/VibeVoice,2025Q3,fastapi
microsoft/VibeVoice,2025Q3,gradio
microsoft/VibeVoice,2025Q3,librosa
microsoft/VibeVoice,2025Q3,llvmlite
microsoft/VibeVoice,2025Q3,ml-collections
microsoft/VibeVoice,2025Q3,numba
microsoft/VibeVoice,2025Q3,numpy
microsoft/VibeVoice,2025Q3,pydub
microsoft/VibeVoice,2025Q3,requests
microsoft/VibeVoice,2025Q3,scipy
microsoft/VibeVoice,2025Q3,torch
microsoft/VibeVoice,2025Q3,tqdm
microsoft/VibeVoice,2025Q3,transformers
microsoft/VibeVoice,2025Q3,uvicorn
google/langextract,2025Q3,absl-py
google/langextract,2025Q3,aiohttp
google/langextract,2025Q3,async-timeout
google/langextract,2025Q3,exceptiongroup
google/langextract,2025Q3,google-cloud-storage
google/langextract,2025Q3,google-genai
google/langextract,2025Q3,ml-collections
google/langextract,2025Q3,more-itertools
google/langextract,2025Q3,numpy
google/langextract,2025Q3,pandas
google/langextract,2025Q3,pydantic
google/langextract,2025Q3,python-dotenv
google/langextract,2025Q3,pyyaml
google/langextract,2025Q3,regex
google/langextract,2025Q3,requests
google/langextract,2025Q3,tqdm
google/langextract,2025Q3,typing-extensions
OpenBMB/VoxCPM,2025Q3,addict
OpenBMB/VoxCPM,2025Q3,argbind
OpenBMB/VoxCPM,2025Q3,datasets
OpenBMB/VoxCPM,2025Q3,einops
OpenBMB/VoxCPM,2025Q3,funasr
OpenBMB/VoxCPM,2025Q3,gradio
OpenBMB/VoxCPM,2025Q3,huggingface-hub
OpenBMB/VoxCPM,2025Q3,inflect
OpenBMB/VoxCPM,2025Q3,librosa
OpenBMB/VoxCPM,2025Q3,matplotlib
OpenBMB/VoxCPM,2025Q3,modelscope
OpenBMB/VoxCPM,2025Q3,pydantic
OpenBMB/VoxCPM,2025Q3,safetensors
OpenBMB/VoxCPM,2025Q3,simplejson
OpenBMB/VoxCPM,2025Q3,sortedcontainers
OpenBMB/VoxCPM,2025Q3,soundfile
OpenBMB/VoxCPM,2025Q3,spaces
OpenBMB/VoxCPM,2025Q3,torch
OpenBMB/VoxCPM,2025Q3,torchaudio
OpenBMB/VoxCPM,2025Q3,torchcodec
OpenBMB/VoxCPM,2025Q3,tqdm
OpenBMB/VoxCPM,2025Q3,transformers
OpenBMB/VoxCPM,2025Q3,wetext
p-e-w/heretic,2025Q3,accelerate
p-e-w/heretic,2025Q3,bitsandbytes
p-e-w/heretic,2025Q3,datasets
p-e-w/heretic,2025Q3,hf-transfer
p-e-w/heretic,2025Q3,huggingface-hub
p-e-w/heretic,2025Q3,kernels
